Pub_date,Topics,Title,Author,Publisher,Language,Description,Access_restricted,Added_date,Pdf_link,TXT_link,ISBN
2001,"Jameson, Mrs. (Anna), 1794-1860. -- Criticism and interpretation","Our Lady of Victorian Feminism : the Madonna in the work of Anna Jameson, Margaret Fuller, and George Eliot","Adams, Kimberly VanEsveld",Athens : Ohio University Press,English,"Includes bibliographical references and index
",true,2019-06-10 01:14:35,#Null,#Null,[]
2021-11-08,librivox,Silas Marner,George Eliot,#Null,#Null, Read in English by Librivox volunteers,#Null,2021-11-08 14:42:35,/download/silas_marner_2111_librivox/silas_marner3_2111_itemimage.jpg,/download/silas_marner_2111_librivox/silas_marner3_2111_chocr.html.gz,[]
2013-10-15,librivox,Middlemarch (version 2),George Eliot,#Null,#Null, Read in English by Margaret Espaillat,#Null,2013-10-15 00:29:15,/download/middlemarch_version2_1310_librivox/middlemarch2_1311_hocr.html,/download/middlemarch_version2_1310_librivox/middlemarch2_1311_abbyy.gz,[]
2021-05-16,librivox,The Mill on the Floss (Version 2),George Eliot,#Null,#Null, Read in English by Tom Denholm,#Null,2021-05-16 20:32:08,/download/the_mill_on_the_floss_ver2_2105_librivox/millonthefloss_2105_itemimage.jpg,/download/the_mill_on_the_floss_ver2_2105_librivox/millonthefloss_2105_chocr.html.gz,[]
1997,"Byatt, A. S. (Antonia Susan), 1936- -- Interviews","Imagining characters : conversations about women writers : Jane Austen, Charlotte Brontë, George Eliot, Willa Cather, Iris Murdoch, and Toni Morrison","Byatt, A. S. (Antonia Susan), 1936-",New York : Vintage Books,English,"In this innovative and wide-ranging book, Byatt and the psychoanalyst Ignes Sodre bring their different sensibilities to bear on six novels they have read and loved: Jane Austen's Mansfield Park, Charlotte Bronte's Villette, George Eliot's Daniel Deronda, Willa Cather's The Professor's House, Iris Murdoch's An Unofficial Rose, and Toni Morrison's Beloved. The results are nothing less than an education in the ways literature grips its readers and at times, transforms their very lives",true,2021-03-27 23:01:14,#Null,#Null,"['0679777539', '9780679777533']"
1994,"Brontë, Charlotte, 1816-1855 -- Characters -- Women","The stone and the scorpion : the female subject of desire in the novels of Charlotte Brontë, George Eliot, and Thomas Hardy","Mitchell, Judith (Judith I.)","Westport, Conn. : Greenwood Press",English,"Includes bibliographical references (p. [213]-220) and index
",true,2022-02-11 04:12:30,#Null,#Null,[]
2012-03-17,librivox,Silas Marner,George Eliot,#Null,#Null, Read by Tadhg,#Null,2012-03-17 23:17:19,/compress/silasmarner_1203_librivox/formats=OGG VORBIS&file=/silasmarner_1203_librivox.zip,/download/silasmarner_1203_librivox/__ia_thumb.jpg,[]
1994,City and town life -- Fiction,Middlemarch,George Eliot,Penguin Books,English,#Null,#Null,#Null,#Null,#Null,[]
1993,Jews -- England -- Fiction,Daniel Deronda,George Eliot,Penguin Books,English,#Null,#Null,#Null,#Null,#Null,[]
1994,#Null,Middlemarch,George Eliot,Wordsworth Classics,English,#Null,#Null,#Null,#Null,#Null,[]
2011-04-11,librivox,Scenes of Clerical Life,George Eliot,#Null,#Null, by George Eliot.  Read by Bruce Pirie.,#Null,2011-04-11 16:55:27,/download/scenesofclericallife_bp_librivox/__ia_thumb.jpg,/download/scenesofclericallife_bp_librivox/scenes_of_clerical_life_1104_chocr.html.gz,[]
2008,#Null,ܐܒܪܗܡ ܫܒܐ,George Eliot,Beirut: Thomas Press,Syriac,#Null,#Null,#Null,/download/unset0000geor/unset0000geor.pdf,/stream/unset0000geor/unset0000geor_djvu.txt,[]
1990,#Null,The mill on the Floss,George Eliot,Oxford University Press,English,#Null,#Null,#Null,#Null,#Null,[]
2009,#Null,Silas Marner,George Eliot,"Penguin USA, Inc.",English,#Null,#Null,#Null,#Null,#Null,[]
2009-01-12,eliot,Adam Bede,George Eliot,#Null,#Null,"Adam Bede, the first novel written by George Eliot (the pen name of Mary Ann Evans), was published in 1859. It was published pseudonymously, even though Evans was a well-published and highly respected scholar of her time. The novel has remained in print ever since, and is used in university studies of 19th century English literature.",#Null,2009-01-12 07:41:49,/download/adam_bede_0901_librivox/__ia_thumb.jpg,/download/adam_bede_0901_librivox/Adam_Bede_1202_chocr.html.gz,[]
2008-12-02,novel,The Mill on the Floss,George Eliot,#Null,#Null,"The novel details the lives of Tom and Maggie Tulliver, a brother and sister growing up on the river Floss near the village of St. Oggs, evidently in the 1820’s, after the Napoleonic Wars but prior to the first Reform Bill (1832). The novel spans a period of 10-15 years, from Tom and Maggie’s childhood up until their deaths in a flood on the Floss. The book is fictional autobiography in part, reflecting the disgrace that George Eliot (Mary Ann Evans) herself had while in a lengthy relationship with a married man, George Henry Lewes.",#Null,2008-12-01 14:51:33,/download/mill_on_the_floss_0812_librivox/Mill_on_the_Floss_1110_hocr.html,/download/mill_on_the_floss_0812_librivox/mill_on_the_floss_0812_librivox_64kb_mp3.zip,[]
2006-10-19,librivox,Silas Marner,George Eliot,#Null,#Null,"

For more free audiobooks, or to become a volunteer reader, please visit ",#Null,2006-10-19 16:38:13,/stream/silas_marner_librivox/Silas_Marner_1004_djvu.txt,/download/silas_marner_librivox/silas_marner_librivox_64kb_mp3.zip,[]
2011-05-15,Librivox,Romola,George Eliot,#Null,#Null,"George Eliot's own favorite among her novels, this novel tells the story of Romola, the intelligent daughter of a blind scholar, who is falling in love with a man who is going to change her life and the politics of Florence in a way she doesn't like. Set in 15th century Florence, it is ""a deep study of life in the city of Florence from an intellectual, artistic, religious, and social point of view"".",#Null,2011-05-15 21:55:45,/download/romola_1105_librivox/__ia_thumb.jpg,/download/romola_1105_librivox/romola_1207_chocr.html.gz,[]
2007-08-25,librivox,Daniel Deronda,George Eliot,#Null,#Null,"In this enduring Victorian classic written in 1876, two stories weave in and out of each other: The first is about Gwendolen, one of Eliot's finest creations, who grows from a self-centered young beauty to a thoughtful adult with an expanded vision of the world around her. The second is about Daniel Deronda, adopted son of an aristocratic Englishman who becomes fascinated with Jewish traditions when he meets an ailing Jewish philosopher named Mordecai and his sensitive sister, Mirah. (Summary by Becky Miller)",#Null,2007-08-25 05:37:16,/download/daniel_deronda_bm_librivox/Daniel_Deronda_201103_hocr.html,/download/daniel_deronda_bm_librivox/daniel_deronda_bm_librivox_64kb_mp3.zip,[]
2008-10-13,middlemarch,Middlemarch,George Eliot,#Null,#Null,"The book examines the role of education in the lives of the characters and how such education and study has affected the characters. Rosamond Vincy's finishing school education is a foil to Dorothea Brooke's religiously-motivated quest for knowledge. Rosamond initially admires Lydgate for his exotic education, and his intellect. A similar dynamic is present in Dorothea and Casaubon's relationship, with Dorothea revering her new husband's intellect and eloquence. In both cases, however, the young wives' expectations of their husbands intellects are not reflected in reality.",#Null,2008-10-14 02:54:34,/download/middlemarch_0810_librivox/__ia_thumb.jpg,/download/middlemarch_0810_librivox/Middlemarch_1201_chocr.html.gz,[]
2011-08-01,librivox,The Lifted Veil,George Eliot,#Null,#Null,Read by Kirsten Wever.,#Null,2011-08-01 02:18:26,/compress/lifted_veil_1108_librivox/formats=OGG VORBIS&file=/lifted_veil_1108_librivox.zip,/download/lifted_veil_1108_librivox/__ia_thumb.jpg,[]
2018-11-04,"literature, podcast, George Eliot","Temporada 1, Episodio 2 de Máscaras: George Eliot",Edmundo Mantilla,#Null,Spanish,#Null,#Null,2018-11-04 22:18:50,#Null,/download/PrimeraTemporadaSegundoEpisodioGeorgeEliotMixdown/PrimeraTemporadaSegundoEpisodioGeorgeEliotMixdown_vbr.m3u,[]
2011-04-02,#Null,13 - George Eliot,LibriVox,#Null,#Null,#Null,#Null,#Null,#Null,/download/podcast_lives-girls-who-became-famo_13-george-eliot_1000092720449/podcast_lives-girls-who-became-famo_13-george-eliot_1000092720449_vbr.m3u,[]
2013-07-01,Victorian novel,"Felix Holt, The Radical",George Eliot,#Null,#Null,"for this recording.

For more free audio books or to become a volunteer reader, visit ",#Null,2013-07-01 15:40:53,/compress/felixholt_1307_librivox/formats=OGG VORBIS&file=/felixholt_1307_librivox.zip,/download/felixholt_1307_librivox/__ia_thumb.jpg,[]
2012-02-07,#Null,George Eliot - A Very Large Brain,Catherine Brown,#Null,#Null,#Null,#Null,2019-12-10 06:52:35,#Null,/download/podcast_great-writers-inspire_george-eliot-a-very-large-br_1000410361600/podcast_great-writers-inspire_george-eliot-a-very-large-br_1000410361600_vbr.m3u,[]
2014-07-21,#Null,George Eliot-Daniel Deronda 2 of 3,Humphrey Camardella Productions,#Null,#Null,#Null,#Null,2019-05-07 22:57:10,#Null,/download/podcast_classic-radio-drama_george-eliot-daniel-deronda-2_1000316628556/podcast_classic-radio-drama_george-eliot-daniel-deronda-2_1000316628556_vbr.m3u,[]
2014-10-11,#Null,George Eliot-Daniel Deronda 3 of 3,Ken Gough,#Null,#Null,#Null,#Null,2019-05-28 15:26:28,#Null,/download/podcast_theater-of-the-mind_george-eliot-daniel-deronda-3_1000320040255/podcast_theater-of-the-mind_george-eliot-daniel-deronda-3_1000320040255_vbr.m3u,[]
2014-07-22,#Null,George Eliot-Daniel Deronda 3 of 3,Humphrey Camardella Productions,#Null,#Null,#Null,#Null,2019-05-07 22:55:57,#Null,/download/podcast_classic-radio-drama_george-eliot-daniel-deronda-3_1000316688673/podcast_classic-radio-drama_george-eliot-daniel-deronda-3_1000316688673_vbr.m3u,[]
2014-10-10,#Null,George Eliot-Daniel Deronda 2 of 3,Ken Gough,#Null,#Null,#Null,#Null,2019-05-28 11:24:29,#Null,/download/podcast_theater-of-the-mind_george-eliot-daniel-deronda-2_1000319934710/podcast_theater-of-the-mind_george-eliot-daniel-deronda-2_1000319934710_vbr.m3u,[]
2014-10-08,#Null,George Eliot-Daniel Deronda 1 of 3,Ken Gough,#Null,#Null,#Null,#Null,2019-05-28 17:36:42,#Null,/download/podcast_theater-of-the-mind_george-eliot-daniel-deronda-1_1000319934709/podcast_theater-of-the-mind_george-eliot-daniel-deronda-1_1000319934709_vbr.m3u,[]
2014-07-20,#Null,George Eliot-Daniel Deronda 1 of 3,Humphrey Camardella Productions,#Null,#Null,#Null,#Null,2019-05-07 22:59:48,#Null,/download/podcast_classic-radio-drama_george-eliot-daniel-deronda-1_1000316577807/podcast_classic-radio-drama_george-eliot-daniel-deronda-1_1000316577807_vbr.m3u,[]
2011-11-15,#Null,George Eliot 2. Genre and Justice,Catherine Brown,#Null,#Null,#Null,#Null,2019-12-09 19:38:05,#Null,/download/podcast_george-eliot_george-eliot-2-genre-just_1000410338719/podcast_george-eliot_george-eliot-2-genre-just_1000410338719_vbr.m3u,[]
2011-12-05,#Null,George Eliot 3. Reception History,Catherine Brown,#Null,#Null,#Null,#Null,2019-12-09 19:41:26,#Null,/download/podcast_george-eliot_george-eliot-3-reception-hist_1000410338720/podcast_george-eliot_george-eliot-3-reception-hist_1000410338720_vbr.m3u,[]
2014-08-26,#Null,George Eliot-Daniel Deronda 3 of 3 http://oldtimeradiodvd.com,Don Aston,#Null,#Null,#Null,true,2019-04-21 22:43:10,#Null,#Null,[]
2014-08-19,#Null,George Eliot-Daniel Deronda 2 of 3 http://oldtimeradiodvd.com,Don Aston,#Null,#Null,#Null,true,2019-04-21 22:44:36,#Null,#Null,[]
2014-08-14,#Null,George Eliot-Daniel Deronda 1 of 3 http://oldtimeradiodvd.com,Don Aston,#Null,#Null,#Null,true,2019-04-21 22:44:27,#Null,#Null,[]
